    °C	        No	    CH0	            CH1	            CH2	            CH3
49.113	1067	0.1256012991	944.7043803158	0.4462390212	-0.1746301755
49.138	1068	0.1256115511	943.7424506988	0.4461721448	-0.1746268376
49.167	1069	0.1256233529	942.7780176865	0.4461022881	-0.1746240958
49.188	1070	0.1256319359	941.8192173135	0.4460323123	-0.1746225461
49.225	1071	0.1256470755	940.8597910917	0.4459630517	-0.1746199235
49.244	1072	0.1256545857	939.9003648699	0.4458964137	-0.1746198043
49.268	1073	0.1256642417	938.9421903457	0.4458285836	-0.1746158704
49.292	1074	0.1256742552	937.9890226119	0.4457600382	-0.1746162280
49.311	1075	0.1256817654	937.0346031806	0.4456931618	-0.1746162280
49.343	1076	0.1256947592	936.0808095980	0.4456262854	-0.1746155128
49.376	1077	0.1257084683	935.1364037476	0.4455561903	-0.1746140823
49.404	1078	0.1257196740	934.1869911067	0.4454887179	-0.1746145591
49.424	1079	0.1257276610	933.2400818610	0.4454204110	-0.1746118173
49.462	1080	0.1257431582	932.2950501618	0.4453529385	-0.1746090755
49.486	1081	0.1257529334	931.3475150673	0.4452857045	-0.1746087178
49.510	1082	0.1257628277	930.4099935538	0.4452162054	-0.1746053800
49.542	1083	0.1257755831	929.4680910986	0.4451474217	-0.1746026382
49.562	1084	0.1257839278	928.5280661898	0.4450787571	-0.1745970353
49.596	1085	0.1257977561	927.5911705250	0.4450111654	-0.1745956048
49.621	1086	0.1258076504	926.6567782555	0.4449429777	-0.1745948896
49.653	1087	0.1258206442	925.7192567420	0.4448774126	-0.1745936975
49.677	1088	0.1258307770	924.7861161701	0.4448111322	-0.1745929822
49.703	1089	0.1258412675	923.8586082374	0.4447433022	-0.1745929822
49.734	1090	0.1258539036	922.9285969096	0.4446754721	-0.1745910749
49.760	1091	0.1258641556	922.0023406745	0.4446069267	-0.1745873794
49.785	1092	0.1258745269	921.0729551955	0.4445390966	-0.1745841607
49.813	1093	0.1258857325	920.1510799021	0.4444699552	-0.1745827302
49.844	1094	0.1258983687	919.2267012135	0.4444021251	-0.1745826110
49.863	1095	0.1259062365	918.3029483737	0.4443366792	-0.1745802268
49.892	1096	0.1259177998	917.3854540220	0.4442678955	-0.1745734319
49.924	1097	0.1259310321	916.4654562751	0.4442004230	-0.1745758161
49.947	1098	0.1259403304	915.5535945626	0.4441303279	-0.1745782003
49.967	1099	0.1259483174	914.6335968157	0.4440654781	-0.1745815381
50.006	1100	0.1259640530	913.7204834056	0.4439988401	-0.1745792731
50.025	1101	0.1259720401	912.8086216932	0.4439294603	-0.1745790347
50.055	1102	0.1259843186	911.8942565855	0.4438621070	-0.1745777234
50.083	1103	0.1259956435	910.9892792099	0.4437963035	-0.1745743856
50.107	1104	0.1260054187	910.0780433463	0.4437276389	-0.1745705709
50.134	1105	0.1260162667	909.1743176683	0.4436617162	-0.1745655641
50.162	1106	0.1260274724	908.2724695368	0.4435941245	-0.1745629415
50.188	1107	0.1260379628	907.3649887660	0.4435249831	-0.1745681867
50.214	1108	0.1260488108	906.4643923321	0.4434582259	-0.1745748624
50.234	1109	0.1260566787	905.5637958982	0.4433909919	-0.1745946511
50.270	1110	0.1260714606	904.6700838012	0.4433237578	-0.1745957240
50.293	1111	0.1260806397	903.7738683089	0.4432572391	-0.1745900020
50.325	1112	0.1260936335	902.8764011190	0.4431911971	-0.1745854720
50.346	1113	0.1261022166	901.9870699636	0.4431255128	-0.1745811805
50.370	1114	0.1261121110	901.0914803202	0.4430573251	-0.1745864257
50.395	1115	0.1261223630	900.2052784088	0.4429892566	-0.1745826110
50.426	1116	0.1261349992	899.3153214047	0.4429244067	-0.1745801076
50.452	1117	0.1261454896	898.4272419469	0.4428575303	-0.1745785579
50.489	1118	0.1261605100	897.5404141867	0.4427910115	-0.1745772466
50.507	1119	0.1261675433	896.6610966123	0.4427242543	-0.1745752200
50.526	1120	0.1261752919	895.7767722474	0.4426564242	-0.1745724782
50.556	1121	0.1261876897	894.8930737312	0.4425908591	-0.1745706901
50.583	1122	0.1261984185	894.0156337032	0.4425246979	-0.1745734319
50.617	1123	0.1262124852	893.1369419776	0.4424575831	-0.1745716437
50.641	1124	0.1262221412	892.2651345888	0.4423898722	-0.1745681867
50.668	1125	0.1262331084	891.3933272000	0.4423247839	-0.1745770082
50.688	1126	0.1262413339	890.5190164160	0.4422589804	-0.1746021613
50.710	1127	0.1262502746	889.6447056320	0.4421913887	-0.1746010884
50.734	1128	0.1262599305	888.7741499409	0.4421261813	-0.1746260032
50.756	1129	0.1262689904	887.9086010402	0.4420615698	-0.1746378049
50.789	1130	0.1262823419	887.0399228954	0.4419945742	-0.1746260032
50.810	1131	0.1262909249	886.1781290876	0.4419262673	-0.1746125325
50.844	1132	0.1263047532	885.3138318845	0.4418587948	-0.1746019229
50.871	1133	0.1263157205	884.4482829838	0.4417928721	-0.1745946511
50.898	1134	0.1263266877	883.5883667224	0.4417279030	-0.1745896443
50.924	1135	0.1263371781	882.7278246121	0.4416600729	-0.1745878562
50.944	1136	0.1263450459	881.8722892924	0.4415946270	-0.1745996579
50.969	1137	0.1263551787	881.0211349142	0.4415293003	-0.1746133670
51.001	1138	0.1263681725	880.1574635600	0.4414615894	-0.1746046647
51.027	1139	0.1263787822	879.3088125771	0.4413967396	-0.1745967969
51.054	1140	0.1263898686	878.4570323501	0.4413311745	-0.1745948896
51.071	1141	0.1263966636	877.6096330648	0.4412651325	-0.1745946511
51.091	1142	0.1264048890	876.7628596284	0.4411980177	-0.1745936975
51.124	1143	0.1264183597	875.9185895871	0.4411316181	-0.1745982274
51.153	1144	0.1264299230	875.0680610578	0.4410679603	-0.1745982274
51.175	1145	0.1264391021	874.2237910166	0.4410012031	-0.1745987043
51.195	1146	0.1264470891	873.3813985217	0.4409346843	-0.1746014461
51.225	1147	0.1264591292	872.5440128174	0.4408704305	-0.1746023997
51.255	1148	0.1264714078	871.7060012642	0.4408041502	-0.1746009692
51.275	1149	0.1264793948	870.8629829206	0.4407394195	-0.1745982274
51.300	1150	0.1264896468	870.0324815531	0.4406738544	-0.1746196851
51.322	1151	0.1264985875	869.1963475464	0.4406096006	-0.1746054992
51.351	1152	0.1265102700	868.3620910860	0.4405453468	-0.1746152743
51.383	1153	0.1265232638	867.5328414162	0.4404807353	-0.1746124133
51.411	1154	0.1265349464	866.6985849558	0.4404160047	-0.1746285066
51.437	1155	0.1265454368	865.8730903788	0.4403512740	-0.1746443614
51.458	1156	0.1265536622	865.0444665578	0.4402842784	-0.1746457919
51.482	1157	0.1265636758	864.2277338641	0.4402193093	-0.1746418580
51.510	1158	0.1265750007	863.3991100430	0.4401538634	-0.1746462688
51.527	1159	0.1265819148	862.5773705588	0.4400897288	-0.1746566400
51.556	1160	0.1265934781	861.7612637139	0.4400252366	-0.1746623620
51.581	1161	0.1266037301	860.9420276250	0.4399614596	-0.1746695146
51.604	1162	0.1266132669	860.1227915360	0.4398975635	-0.1746770248
51.635	1163	0.1266259030	859.3079363887	0.4398308062	-0.1746844157
51.652	1164	0.1266325788	858.4949587879	0.4397660756	-0.1746909723
51.683	1165	0.1266453342	857.6826070358	0.4396983647	-0.1746984824
51.707	1166	0.1266548709	856.8733845278	0.4396331572	-0.1747005090
51.731	1167	0.1266646461	856.0635361709	0.4395702147	-0.1747125491
51.751	1168	0.1266729907	855.2624496974	0.4395059609	-0.1747223243
51.783	1169	0.1266856269	854.4469687013	0.4394419455	-0.1747282848
51.807	1170	0.1266956405	853.6458822278	0.4393760228	-0.1747349605
51.829	1171	0.1267045812	852.8435440566	0.4393111729	-0.1747388944
51.850	1172	0.1267130450	852.0380766414	0.4392463231	-0.1747440204
51.878	1173	0.1267243699	851.2438745048	0.4391834998	-0.1747477159
51.906	1174	0.1267358140	850.4446655777	0.4391196036	-0.1747524842
51.923	1175	0.1267427282	849.6492117434	0.4390566611	-0.1747588023
51.949	1176	0.1267530994	848.8525062115	0.4389930033	-0.1747640475
51.975	1177	0.1267635898	848.0626850166	0.4389285111	-0.1747712001
51.998	1178	0.1267731265	847.2684828799	0.4388633036	-0.1747745380
52.024	1179	0.1267837362	846.4799133825	0.4388015532	-0.1747801408
52.048	1180	0.1267933921	845.6900921875	0.4387370609	-0.1747895583
52.077	1181	0.1268053130	844.9008968413	0.4386730456	-0.1747988567
52.100	1182	0.1268144922	844.1185858320	0.4386077189	-0.1748033866
52.116	1183	0.1268210487	843.3287646370	0.4385452532	-0.1748147115
52.149	1184	0.1268345193	842.5477053253	0.4384798073	-0.1748263940
52.175	1185	0.1268448905	841.7666460137	0.4384178185	-0.1748287782
52.203	1186	0.1268562154	840.9887159460	0.4383551144	-0.1748325929
52.230	1187	0.1268671827	840.2114117272	0.4382888340	-0.1748355731
52.254	1188	0.1268768386	839.4359850547	0.4382269644	-0.1748360500
52.270	1189	0.1268835143	838.6599325335	0.4381622337	-0.1748505935
52.295	1190	0.1268937663	837.8845058611	0.4380984567	-0.1748641834
52.321	1191	0.1269042568	837.1147118279	0.4380377792	-0.1748623952
52.343	1192	0.1269129590	836.3405368531	0.4379735254	-0.1748654947
52.357	1193	0.1269189195	835.5719945176	0.4379133247	-0.1748678788
52.389	1194	0.1269317941	834.8047038796	0.4378485941	-0.1748709783
52.410	1195	0.1269402580	834.0417941834	0.4377870821	-0.1748740777
52.436	1196	0.1269507484	833.2751293942	0.4377237819	-0.1748803958
52.459	1197	0.1269602851	832.5172264884	0.4376602434	-0.1748845681
52.472	1198	0.1269652919	831.7536909433	0.4375958704	-0.1748949394
52.506	1199	0.1269792394	830.9895295495	0.4375323318	-0.1749013767
52.538	1200	0.1269921140	830.2316266436	0.4374678396	-0.1749016151
52.566	1201	0.1270034389	829.4724720402	0.4374045394	-0.1749070987
52.586	1202	0.1270116643	828.7202017737	0.4373426698	-0.1749044761
52.608	1203	0.1270204858	827.9622988678	0.4372821115	-0.1749059066
52.630	1204	0.1270295457	827.2131578453	0.4372171424	-0.1749169931
52.655	1205	0.1270399169	826.4590100324	0.4371559880	-0.1749258146
52.677	1206	0.1270488576	825.7092431610	0.4370931647	-0.1749459609
52.703	1207	0.1270592288	824.9601021385	0.4370312951	-0.1749529943
52.737	1208	0.1270729379	824.2109611160	0.4369695447	-0.1749549016
52.764	1209	0.1270840244	823.4699561280	0.4369062446	-0.1749540672
52.784	1210	0.1270922498	822.7233185007	0.4368449710	-0.1749551401
52.805	1211	0.1271007137	821.9804359663	0.4367835782	-0.1749601468
52.831	1212	0.1271112041	821.2388051295	0.4367192052	-0.1749614581
52.855	1213	0.1271210985	820.5015552343	0.4366585277	-0.1749632463
52.880	1214	0.1271312313	819.7618019439	0.4365973733	-0.1749646768
52.902	1215	0.1271398143	819.0245520487	0.4365328811	-0.1749643192
52.929	1216	0.1271510200	818.2904313976	0.4364724419	-0.1749633655
52.957	1217	0.1271624641	817.5625692345	0.4364099763	-0.1749646768
52.973	1218	0.1271686630	816.8234417929	0.4363496564	-0.1749748096
53.008	1219	0.1271828489	816.0918245370	0.4362873099	-0.1749754056
53.036	1220	0.1271942930	815.3677174668	0.4362244866	-0.1749836311
53.056	1221	0.1272023992	814.6367260597	0.4361620209	-0.1749863729
53.078	1222	0.1272113399	813.9132448383	0.4361028931	-0.1749883994
53.107	1223	0.1272233800	813.1853826753	0.4360400698	-0.1749928102
53.122	1224	0.1272291021	812.4644048491	0.4359809420	-0.1749905452
53.149	1225	0.1272401886	811.7440528717	0.4359169266	-0.1749839887
53.175	1226	0.1272509174	811.0249525920	0.4358544609	-0.1749810085
53.195	1227	0.1272590236	810.3027230682	0.4357946179	-0.1749756441
53.222	1228	0.1272698717	809.5873778813	0.4357346556	-0.1749707565
53.243	1229	0.1272784547	808.8726585431	0.4356725476	-0.1749657497
53.266	1230	0.1272876339	808.1591909027	0.4356107971	-0.1749667034
53.288	1231	0.1272968130	807.4463491110	0.4355488083	-0.1749587163
53.320	1232	0.1273095684	806.7310039241	0.4354897997	-0.1749661073
53.336	1233	0.1273162441	806.0250464693	0.4354280493	-0.1749639615
53.367	1234	0.1273288803	805.3153339216	0.4353688023	-0.1749618158
53.382	1235	0.1273346023	804.6112540133	0.4353068134	-0.1749607429
53.409	1236	0.1273458080	803.8996639192	0.4352451822	-0.1749619350
53.429	1237	0.1273536758	803.1962098596	0.4351846239	-0.1749590740
53.456	1238	0.1273647623	802.4958850441	0.4351249001	-0.1749599084
53.481	1239	0.1273747758	801.7980636238	0.4350648186	-0.1749655113
53.502	1240	0.1273835973	801.0939837154	0.4350015184	-0.1749765977
53.523	1241	0.1273919420	800.3967881439	0.4349409601	-0.1749724254
53.543	1242	0.1273999290	799.6952116308	0.4348804018	-0.1749692067
53.571	1243	0.1274114923	799.0023970009	0.4348235389	-0.1749695644
53.591	1244	0.1274195985	798.3095823711	0.4347582123	-0.1749746904
53.619	1245	0.1274309234	797.6155160436	0.4346986076	-0.1749791011
53.643	1246	0.1274406986	796.9208238674	0.4346392414	-0.1749820814
53.660	1247	0.1274476127	796.2348935744	0.4345777294	-0.1749874458
53.687	1248	0.1274586992	795.5445823398	0.4345197937	-0.1749948367
53.715	1249	0.1274697857	794.8574003492	0.4344600698	-0.1750025854
53.730	1250	0.1274758653	794.1708442075	0.4343982002	-0.1750048503
53.756	1251	0.1274863558	793.4880431585	0.4343378803	-0.1750110492
53.777	1252	0.1274951772	792.7989836215	0.4342767259	-0.1750252351
53.805	1253	0.1275065021	792.1205635143	0.4342190286	-0.1750184402
53.830	1254	0.1275166349	791.4415175582	0.4341582319	-0.1750220165
53.848	1255	0.1275239067	790.7568389628	0.4340981504	-0.1750273809
53.868	1256	0.1275321321	790.0809222508	0.4340415260	-0.1750393018
53.893	1257	0.1275421457	789.4062572364	0.4339808484	-0.1750462160
53.920	1258	0.1275529937	788.7322180708	0.4339206477	-0.1750469312
53.950	1259	0.1275652723	788.0575530563	0.4338618776	-0.1750514612
53.963	1260	0.1275706367	787.3803846467	0.4338023921	-0.1750578985
53.987	1261	0.1275802927	786.7107264227	0.4337414762	-0.1750762567
54.009	1262	0.1275893526	786.0410681987	0.4336815139	-0.1750751838
54.034	1263	0.1275993662	785.3732875212	0.4336225053	-0.1751148805
54.046	1264	0.1276042537	784.7042551460	0.4335632583	-0.1751126155
54.074	1265	0.1276155786	784.0452363518	0.4335035344	-0.1751119003
54.097	1266	0.1276249962	783.3762039766	0.4334471484	-0.1751060590
54.123	1267	0.1276352482	782.7159334848	0.4333867093	-0.1751153573
54.146	1268	0.1276446657	782.0500303537	0.4333290120	-0.1751523122
54.167	1269	0.1276532488	781.3935149547	0.4332689305	-0.1751418218
54.187	1270	0.1276613550	780.7344961604	0.4332109948	-0.1751322851
54.201	1271	0.1276670770	780.0754773662	0.4331529399	-0.1751288280
54.225	1272	0.1276769714	779.4170844207	0.4330930968	-0.1751248941
54.253	1273	0.1276881771	778.7643241146	0.4330319424	-0.1751237020
54.275	1274	0.1276969986	778.1103121108	0.4329757949	-0.1751263246
54.294	1275	0.1277048664	777.4594293511	0.4329169055	-0.1751250133
54.338	1276	0.1277226286	776.8091724401	0.4328571816	-0.1751251325
54.352	1277	0.1277281122	776.1526570411	0.4328019877	-0.1751229867
54.367	1278	0.1277343111	775.5080327694	0.4327414294	-0.1751258478
54.390	1279	0.1277436094	774.8615309514	0.4326852818	-0.1751235828
54.413	1280	0.1277529077	774.2137774356	0.4326248427	-0.1751258478
54.436	1281	0.1277623253	773.5704048616	0.4325661917	-0.1751210794
54.457	1282	0.1277707891	772.9251547411	0.4325101633	-0.1751206026
54.478	1283	0.1277796106	772.2817821671	0.4324499626	-0.1751170263
54.491	1284	0.1277848558	771.6390354418	0.4323934574	-0.1751135692
54.519	1285	0.1277959423	771.0012955070	0.4323364754	-0.1751121387
54.541	1286	0.1278048830	770.3673106651	0.4322772284	-0.1751157150
54.562	1287	0.1278134661	769.7283190327	0.4322170277	-0.1751179800
54.593	1288	0.1278258638	769.0887015515	0.4321590920	-0.1751153573
54.608	1289	0.1278323011	768.4559684072	0.4321029444	-0.1751271591
54.627	1290	0.1278400497	767.8188543212	0.4320426245	-0.1751365766
54.653	1291	0.1278503017	767.1898762697	0.4319865961	-0.1751331195
54.677	1292	0.1278601961	766.5565172766	0.4319271107	-0.1751399145
54.701	1293	0.1278697328	765.9300426203	0.4318712015	-0.1751297817
54.725	1294	0.1278795080	765.3023162664	0.4318137426	-0.1751213178
54.741	1295	0.1278861837	764.6764674590	0.4317547340	-0.1751330003
54.774	1296	0.1278996544	764.0512445004	0.4317001362	-0.1751496896
54.791	1297	0.1279063301	763.4216406001	0.4316413660	-0.1751955852
54.804	1298	0.1279118137	762.7989210367	0.4315836687	-0.1751202449
54.831	1299	0.1279224234	762.1812082637	0.4315274019	-0.1750600442
54.848	1300	0.1279294567	761.5597403979	0.4314701814	-0.1750450239
54.867	1301	0.1279370861	760.9376466833	0.4314141531	-0.1750649318
54.888	1302	0.1279455500	760.3199339104	0.4313574094	-0.1750699386
54.913	1303	0.1279560404	759.7084796255	0.4312992353	-0.1750714883
54.938	1304	0.1279660540	759.0870117597	0.4312426109	-0.1750583753
54.957	1305	0.1279738026	758.4743057772	0.4311838407	-0.1751011714
54.978	1306	0.1279821472	757.8572188531	0.4311276931	-0.1752133474
54.998	1307	0.1279901342	757.2413836265	0.4310708303	-0.1750899658
55.017	1308	0.1279980021	756.6336844345	0.4310093183	-0.1750320300
55.045	1309	0.1280093269	756.0228559984	0.4309562702	-0.1750748262
55.066	1310	0.1280180292	755.4176602016	0.4309015531	-0.1750651702
55.085	1311	0.1280257778	754.8080834632	0.4308419484	-0.1750818595
55.108	1312	0.1280349569	754.2022618176	0.4307878274	-0.1750776872
55.122	1313	0.1280407982	753.5983177184	0.4307307262	-0.1750930652
55.142	1314	0.1280485468	752.9906185264	0.4306735057	-0.1750911579
55.162	1315	0.1280567722	752.3847968808	0.4306184310	-0.1751010522
55.191	1316	0.1280684547	751.7864854209	0.4305616874	-0.1750990257
55.217	1317	0.1280789452	751.1875481121	0.4305058974	-0.1751076087
55.238	1318	0.1280875282	750.5867332570	0.4304503459	-0.1750966415
55.264	1319	0.1280980187	749.9953061339	0.4303936023	-0.1751048669
55.279	1320	0.1281042175	749.3963688252	0.4303384084	-0.1751067743
55.306	1321	0.1281154232	748.7993090629	0.4302821416	-0.1751121387
55.328	1322	0.1281242447	748.2053785447	0.4302255172	-0.1751133308
55.349	1323	0.1281327086	747.6101963288	0.4301680583	-0.1750986680
55.364	1324	0.1281389074	747.0193950545	0.4301119107	-0.1751078472
55.378	1325	0.1281442719	746.4273420827	0.4300550479	-0.1751048669
55.397	1326	0.1281520205	745.8409217501	0.4300010461	-0.1751046285
55.419	1327	0.1281611996	745.2482429295	0.4299464482	-0.1751238212
55.441	1328	0.1281697826	744.6611967481	0.4298917311	-0.1751229867
55.466	1329	0.1281800346	744.0741505667	0.4298352259	-0.1751279935
55.484	1330	0.1281875448	743.4883560829	0.4297783631	-0.1751302585
55.507	1331	0.1281967239	742.9038132968	0.4297231692	-0.1751306161
55.533	1332	0.1282072144	742.3186446618	0.4296690482	-0.1751328811
55.555	1333	0.1282162743	741.7428637590	0.4296131390	-0.1751420602
55.568	1334	0.1282216387	741.1601985192	0.4295577067	-0.1751479015
55.595	1335	0.1282322483	740.5781591283	0.4295023936	-0.1751476631
55.619	1336	0.1282422619	740.0017523767	0.4294468420	-0.1751599416
55.641	1337	0.1282512026	739.4209646834	0.4293914097	-0.1751728162
55.664	1338	0.1282605009	738.8464354781	0.4293381232	-0.1751703128
55.677	1339	0.1282657461	738.2737838193	0.4292800682	-0.1751684055
55.704	1340	0.1282767134	737.6998804629	0.4292258280	-0.1751691207
55.720	1341	0.1282831507	737.1247254088	0.4291707533	-0.1751668558
